,label,text
2229,True,"if the valu refer to in (i) is not available, on the basi of a price model which the manag and the truste have agre use an adequ recognis methodology; and"
2230,True,"subject to verifi valuation; a transact in deriv is subject to verifi valuat onli if, throughout the life of the deriv (if the transact is enter into) verif of the valuat is carri out by:"
2232,True,"an appropri third parti which is independ from the counterparti of the derivative, at an adequ frequenc and in such a way that the manag is abl to check it; or"
2234,True,a depart within the manag which is independ from the depart in charg of manag the scheme properti and which is adequ equip for such a purpose.
2236,False,"elig deriv market consist of ani deriv market which the manag consid appropri after consult with the trustee, subject to the coll sourcebook. the elig deriv market for a fund are as set out in appendix c."
2238,True,a transact in a deriv must not caus a fund to diverg from it invest object state in it trust deed and the most recent publish version of thi prospectus.
2240,True,a deriv or forward transact which would or could lead to deliveri of properti to the truste may be enter into onli if such properti can be held by a fund and the manag reason believ that deliveri of the properti pursuant to the transact will not lead to a breach of the coll sourcebook.
2242,True,"transact may onli be enter into if the maximum potenti exposur creat by the transaction, in term of the princip or notion princip of the derivative, doe not exceed the net asset valu of the scheme properti and their global exposur to the underli asset doe not exceed the invest limit laid down in the coll sourcebook."
2244,False,global exposur within a fund is a measur of the potenti loss to the fund from the use of deriv instruments. thi is calcul use the “commit approach” or the “var approach”.
2245,False,"the commit approach convert deriv into the equival posit in the underli asset use the convers method set out in cesr guidelin 10-788 and therebi measur the increment exposur provid by derivatives, after all appropri net or hedg posit have been removed."
2246,True,"where a fund use the commit approach, transact may onli be enter into if the commit exposur creat by the transactions, in term of the princip or notion princip of the derivative, doe not exceed the net asset valu of the scheme properti and their global exposur to the underli asset doe not exceed the invest limit laid down in the coll sourcebook."
2248,False,"the “var approach” is an estim of the potenti loss at a given confid level, or probability, over a specif time period."
2249,True,“absolute” var is express as a percentag of the net asset valu of a fund. the absolut var limit of a fund ha to be set at or below 20% of it net asset value.
2250,True,"“relative” var is the var of a fund express as a multipl of the var of the benchmark or refer portfolio. the refer portfolio for var purpos may be differ from the benchmark use for perform calculation. for a fund whose var is calcul use the rel var approach, the rel var limit on the fund must be set at, or below, twice the var on the compar benchmark or refer portfolio."
2251,True,the abov var calcul will be base upon a one month hold period and a 99% confid interval. the hold period and histor observ period may chang provid that they are in accord with the requir of the fca.
2252,False,"fund use the var approach are requir by the applic regulations, to calcul their expect level of leverag use the “gross sum of notional” method. the gross sum of notion method is a measur of increment leverag from the use of deriv in which each deriv is convert into an equival posit in the underli asset use the convers method set out in cesr guidelin 10-788. the exposur are sum togeth (regardless of whether there are posit or neg figures) and take no account of hedg and net to produc the gross sum of notion leverage. therefor thi is a measur of deriv use rather than market exposure. as such, the gross sum of notion method can produc a high indic of deriv usag but thi may be materi reduc by appli hedg and net reduct as use by the commit approach."
2253,True,the legal & gener dynam bond fund use the absolut var approach to calcul the global exposur of the fund. the fund' expect level of leverag will normal vari between 0% and 2000% of the fund' net asset value. thi figur is not a limit and may be exceed in certain circumstances.
2254,True,"global exposur for the legal & gener fix interest trust, legal & gener high incom trust, legal & gener manag monthli incom trust and legal & gener sterl incom fund is measur use the rel var approach. the refer portfolio for (i) the legal & gener fix interest trust and legal & gener manag monthli incom trust is iboxx sterl corpor index, (ii) the legal & gener high incom trust is 95% ice bofaml bb-b global high yield non-financi constrain index 5% cash (gbp hedged) and (iii) the legal & gener sterl incom fund is iboxx sterl collater & corpor index. leverag is not expect to exceed (i) 200% for the legal & gener fix interest trust, legal & gener manag monthli incom trust and legal & gener sterl incom fund, and (ii) 300% for the legal & gener high incom trust, of the net asset valu of each fund. thi figur is not a limit and may be exceed in certain circumstances. for exampl a fund may indic high leverag level when it ha acquir a larg number of deriv which offset each other or when it is utilis deriv which have larg notion valu but which make small risk contributions."
2255,True,all of the other fund current use the commit approach.
2257,True,a fund may not undertak transact in commod derivatives.
2259,False,deriv and forward transact may also be use where they are reason believ by the manag to be econom appropri to the epm of a fund.
2261,False,"the purpos of epm is to achiev reduct of risk and/or reduct of cost and/or the gener of addit capit or incom with a risk level which is consist with the risk profil of a fund and the risk diversif rule in the coll sourcebook. the purpos must relat to the properti of a fund, properti (whether precis identifi or not) which is to be or is propos to be acquir for a fund and anticip cash receipt of a fund, if due to be receiv and like to be so within one month."
2264,False,"to be econom appropri to the epm of a fund, the manag must reason believ that:"
2266,True,"for transact undertaken to reduc risk or cost (or both), the transact (alon or in combination) will diminish a risk or cost of a kind or level which it is sensibl to reduce;"
2268,True,the transact will gener addit capit or incom with a risk level which is consist with the risk profil of the fund and the risk diversif rule laid down in the coll sourcebook;
2270,True,"where, for example, the manag wish to achiev a switch in exposure, he or she may do so, rather than through sale and purchas of properti of a fund, by use of deriv (a techniqu commonli call “tactic asset allocation”) if the transact concern reason appear to him or her to be econom appropri to the epm of a fund and to diminish a risk or cost of a kind or level which it is sensibl to reduce. where the transact relat to the actual or potenti acquisit of transfer securities, then the manag must intend that a fund should invest in transfer secur within a reason time; and it must thereaft ensur that, unless the posit ha itself been close out, that intent is realis within that reason time."
2272,True,"the exposur to ani one counterparti in an otc deriv transact must not exceed 5% in valu of the properti of a fund; thi limit is rais to 10% where the counterparti is an approv bank. when calcul exposure, the manag must use the posit mark-to- market valu of the otc deriv posit of a fund with the same counterparti provid they are abl to legal enforc net agreement with the counterparti on behalf of a fund. the exposur in respect of an otc deriv may be reduc to the extent that collater is held provid that it is suffici liquid so that it can be sold quickli at a price that is close to it pre-sal valuation."
2274,True,"a fund may invest in deriv and forward contract as long as the exposur to a fund result from those transact is suitabl cover by it property. exposur will includ ani initi outlay in respect of that transaction. global exposur within the fund is measur use the “commit approach” which convert deriv into the equival posit in the underli asset and therebi measur the increment exposur provid by derivatives, after all appropri net or hedg posit have been removed. the manag consid that the risk profil of a fund is not advers affect by the use of derivatives."
2275,False,"in summary, the use of deriv for epm is not like to affect the volatil or risk profil of a fund. the use of deriv for the purpos of pursu the invest object of a fund may affect the volatil or risk profil of a fund, although that is not the manager’ intention."
2276,True,"transact may be effect in which the manag has, either directli or indirectly, an interest that may potenti involv a conflict of it oblig to a fund. where a conflict cannot be avoided, the manag will have regard to it fiduciari respons to act in the best interest of a fund and it investors. the manag will ensur that investor are treat fairli and that such transact are effect on term which are not less favour to a fund than if the potenti conflict had not existed."
2277,True,oper cost and fee aris from epm techniqu and/or the use of deriv are paid for by a fund. the ident of the entiti to which oper cost and fee are paid will be disclos in the annual report.
2278,True,"a fund may receiv cash, high qualiti govern bond and equiti to the extent deem necessari by the invest manag in respect of over-the-count deriv transact for a fund, provid howev that such collater must compli with the requir of the fca and paragraph 21 below."
2280,False,a document haircut polici is in place for a fund detail the polici in respect of each class of asset receiv and which take into account the characterist of the asset and the result of ani stress test conduct as required. ani re-invest of cash collater shall be diversifi in accord with the requir of the fca. re-invest cash collater expos a fund to certain risk such as the risk of a failur or default of the issuer of the relev secur in which the cash collater ha been invested. investor should consult appendix i for inform on counterparti risk and credit risk in thi regard.
2282,True,"for all funds, deriv transact will be use for the purpos of effici portfolio manag and hedg and their use is not expect to affect the risk profil for the funds."
2284,True,legal & gener dynam bond fund may hold deriv for invest purposes.
2286,False,treatment of collater
2288,True,collater is adequ for the purpos of thi paragraph 21 onli if it is:
2290,True,transfer to the truste or it agent;
2292,True,"at least equal in value, at the time of the transfer to the trustee, to the valu of the secur transfer by the trustee; and"
2294,True,in the form of one or more of:
2298,True,a certif of deposit; or
2300,True,a letter of credit; or
2302,True,a readili realis secur ; or
2304,True,commerci paper with no embed deriv content; or
2306,True,a qualifi money market fund.
2308,True,"where the collater is invest in unit in a qualifi money market fund manag or oper by (or, for an icvc, whose authoris corpor director is) the manag or an associ of the manager, the condit in paragraph 8.5 must be compli with."
2310,True,collater is suffici immedi for the purpos of thi paragraph 21 if:
2312,True,it is transfer befor or at the time of the transfer of the secur by the trustee; or
2314,True,the truste take reason care to determin at the time refer to in paragraph 21.3.1 that it will be transfer at the latest by the close of busi on the day of the transfer.
2316,True,the truste must ensur that the valu of the collater at all time is at least equal to the valu of the secur transfer by the trustee.
2332,False,restrict on lend of money
2334,True,"none of the money in the scheme properti of a fund may be lent and, for the purpos of thi prohibition, money is lent by a fund if it is paid to a person (“the payee”) on the basi that it should be repaid, whether or not by the payee."
2336,True,acquir a debentur is not lend for the purpos of paragraph 22.1; nor is the place of money on deposit or in a current account.
2338,True,restrict on lend of properti other than money
2340,True,the scheme properti of a fund other than money must not be lent by way of deposit or otherwise.
2342,True,transact permit by paragraph 26 are not lend for the purpos of paragraph 23.1.
2344,True,the scheme properti of a fund must not be mortgaged.
2346,False,gener power to accept or underwrit place
2348,True,"ani power in the coll sourcebook to invest in transfer secur may be use for the purpos of enter into transact to which thi paragraph applies, subject to complianc with ani restrict in the instrument."
2350,False,"thi section applies, subject to paragraph 24.3, to ani agreement or understanding:"
2354,False,which is an underwrit or sub-underwrit agreement; or
2356,False,which contempl that secur will or may be issu or subscrib for or acquir for the account of a fund.
2357,False,paragraph 24.2 doe not appli to:
2359,False,an option; or
2361,False,a purchas of a transfer secur which confer a right:
2363,False,to subscrib for or acquir a transfer security; or
2365,False,to convert one transfer secur into another.
2366,False,"the exposur of a fund to agreement and understand within paragraph 24.2 must, on ani busi day:"
2368,False,be cover in accord with the requir of paragraph 20.1.2; and
2371,False,"be such that, if all possibl oblig aris under them had immedi to be met in full, there would be no breach of ani limit in the coll sourcebook."
2373,False,guarante and indemn
2375,False,the truste for the account of a fund must not provid ani guarante or indemn in respect of the oblig of ani person.
2377,True,none of the scheme properti of a fund may be use to discharg ani oblig aris under a guarante or indemn with respect to the oblig of ani person.
2379,False,paragraph 25.1 and 25.2 do not appli in respect of a fund to ani indemn or guarante given for margin requir where the deriv or forward transact are be use in accord with the coll sourcebook and an indemn given to a person wind up a bodi corpor or other scheme in circumst where those asset are becom part of the scheme properti of a fund by way of a utilisation.
2381,False,stock lend
2383,True,none of the fund are permit to engag in stocklending.
2385,True,"the manag may request the truste to enter into stocklend transact or a repo contract in respect of a fund. however, the purpos of the stocklend transact must be for the gener of capit or incom for the fund with no, or an accept low degre of risk."
2387,False,none of the fund current intend to enter into repo contract or stock lend transactions.
2389,True,"ani stocklend arrang or repo enter into must be of the kind describ in section 263 b of the taxat of chargeabl gain act 1992 (without extens by section 263 c), but onli if:"
2391,True,all the term of the agreement under which secur are to be reacquir by the truste for the account of the fund are in a form which is accept to the truste and are in accord with good market practice;
2393,False,the counterparti is:
2396,True,an authoris person; or
2398,True,a person authoris by a home state regulator; or
2400,True,a person regist as a broker-deal with the secur and exchang commiss of the unit state of america; or
2402,True,"a bank, or a branch of a bank, supervis and authoris to deal in invest as principal, with respect to otc deriv by at least one of the follow feder bank supervisori author of the unit state of america: the offic of the comptrol of the currency; the feder deposit insur corporation; the board of governor of the feder reserv system; and the offic of thrift supervision; and"
2403,True,collater is obtain to secur the oblig of the counterparti under the term refer to in paragraph 26.4.1 and the collater is:
2405,True,accept to the trustee;
2407,False,adequ ; and
2409,False,suffici immediate.
2412,True,the counterparti for the purpos of paragraph 26.4.2 is the person who is oblig under the agreement refer to in paragraph 26.4.1 to transfer to the truste the secur transfer by the truste under the stock lend arrang or secur of the same kind.
2414,True,paragraph 26.4.3 doe not appli to a stock lend transact made through euroclear bank sa/nv' secur lend and borrow programme.
2416,False,appendix c .
2417,True,elig secur market and deriv market
2418,True,"subject to it invest object and policy, all of the fund may deal through secur and deriv market establish in the uk or an eea state on which transfer secur admit to offici list in the uk or an eea state are dealt in or traded, save for legal & gener sterl incom fund which will not deal through such market in iceland and malta. the uk or eea market are not specif list below."
2419,True,each fund may also deal through the secur market and deriv market indic below.
2420,False,legal & gener dynam bond fund
2421,False,australian secur exchang (asx)
2422,False,bursa malaysia stock exchang
2423,False,legal & gener fix interest trust
2424,False,legal & gener high incom trust
2425,False,legal & gener manag monthli incom trust
2426,False,legal & gener sterl incom fund
2427,False,chicago board of option exchang
2428,False,chicago board of trade
2430,False,chicago mercantil exchang
2434,False,chicago exchang
2442,False,hong kong exchang & clear co ltd
2447,False,intern capit market associ
2455,False,jse secur exchang
2458,False,korea exchang
2462,False,indonesian exchang
2464,False,mexican deriv exchang
2466,False,montreal exchang
2468,False,mexican exchang
2470,False,legal & gener dynam bond fund
2471,False,legal & gener high incom trust
2472,False,legal & gener manag monthli incom trust
2474,False,nation stock exchang of india
2475,False,nation exchang
2476,False,legal & gener fix interest trust
2478,False,new york futur exchang
2479,False,new york exchang
2481,False,new mercantil exchang
2483,False,otc bulletin board
2484,False,philippin exchang
2486,False,stock exchang of thailand
2487,False,osaka secur exchang
2488,False,singapor exchang
2489,False,new zealand stock exchang
2490,False,nyse euronext
2491,False,six exchang
2493,False,taiwan exchang
2495,False,tel aviv exchang
2497,False,tmx (toronto)
2500,False,tsx (toronto)
2502,False,tokyo intern financi futur exchang
2503,False,tokyo exchang
2504,False,legal & gener sterl incom fund
2506,False,appendix d .
2508,False,part a dual price fund
2509,False,the valu of the properti of a fund shall be the valu of it asset less the valu of it liabil determin in accord with the follow provisions.
2511,False,"all the properti of a fund (includ receivables) is to be included, subject to the follow provisions."
2513,False,"the valuat of the properti of a fund shall consist of two parts, one on an issu basi and one on a cancel basi calcul in accord with the follow provisions."
2515,False,the valuat of properti for that part of the valuat which is on an issu basi is as follows:
2517,False,properti which is not cash (or other asset dealt with below) shall be valu as follow and the price use shall (subject as follows) be the most recent price which it is practic to obtain:
2519,False,unit or share in a collect invest scheme:
2521,False,"if a singl price for buy and sell unit or share is quoted, at that price (plu ani deal costs, which mean ani fiscal charges, commiss or other charg (includ ani preliminari charge) payabl in the event of a fund carri out the transact in question, assum that the commiss and charg (other than fiscal charges) which would be payabl by a fund are the least that could reason be expect to be paid in order to carri out the transact and includ ani sdrt provis which would be ad in the event of a purchas by a fund of the unit in question (except that, where the manager, or an associ of the manager, is also the manag or authoris corpor director of the collect invest scheme whose unit are held by a fund, deal cost must not includ a preliminari charg which would be payabl in the event of a purchas by a fund of those units); or"
2523,False,"if separ buy and sell price are quoted, the most recent maximum sale price, less ani expect discount (plu ani deal costs, which mean ani fiscal charges, commiss or other charg (but exclud ani preliminari charg on sale of unit in a collect invest scheme) payabl in the event of a fund carri out the transact in question, assum that the commiss and charg (other than fiscal charges) which would be payabl by a fund are the least that could reason be expect to be paid in order to carri out the transaction); but where the manager, or an associ of the manager, is also the manag or authoris corpor director of the collect invest scheme whose unit are held by a fund, the issu price shall be taken instead of the maximum sale price; or"
2529,False,"if, in the opinion of the manager, the price obtain is unreli or no recent trade price is avail or if no recent price exists, at a buyer’ price which, in the opinion of the manager, is fair and reasonable;"
2530,False,ani other investment:
2532,False,"the best avail market deal offer price on the most appropri market in a standard size (plu ani deal costs, which mean ani fiscal charges, commiss or other charg payabl in the event of a fund carri out the transact in question, assum that the commiss and charg (other than fiscal charges) which would be payabl by a fund are the least that could reason be expect to be paid in order to carri out the transaction); or"
2534,False,"if, in the opinion of the manager, the price obtain is unreli or no recent trade price is avail or if no recent price exists, at a buyer’ price which, in the opinion of the manager, is fair and reasonable."
2535,False,"if ani other property, or no price exist under paragraph 2.1.1.1 or 2.1.1.2 the manager’ reason estim of a buyer’ price (plu ani deal costs, which mean ani fiscal charges, commiss or other charg payabl in the event of a fund carri out the transact in question, assum that the commiss and charg (other than fiscal charges) which would be payabl by a fund are the least that could reason be expect to be paid in order to carri out the transact but exclud ani preliminari charg on sale of unit in a collect invest scheme). the buyer’ price is the consider which would be paid by the buyer for an immedi transfer or assign (or, in scotland, assignation) to him or her at arm’ length."
2536,False,the valuat of properti for that part of the valuat which is on a cancel basi is as follows:
2538,False,properti which is not cash (or other asset dealt with below) shall be valu as follow and the price use shall (subject as follows) be the most recent price which it is practic to obtain:
2540,False,unit or share in a collect invest scheme:
2542,False,"if a singl price for buy and sell unit or share is quoted, at that price (less ani deal costs, which mean ani fiscal charges, commiss or other charg payabl in the event of a fund carri out the transact in question, assum that the commiss and charg (other than fiscal charges) which would be payabl by a fund are the least that could reason be expect to be paid in order to carri out the transaction, ani charg payabl on the redempt of unit in a collect invest scheme, (take account of ani expect discount or sdrt provis which would be deduct in the event of a sale by a fund of the unit in question (except that, where the manager, or an associ of the manager, is also the manag or authoris corpor director of the collect invest scheme whose unit are held by a fund,"
2544,False,deal cost must not includ a redempt charg which would be payabl in the event of a sale by a fund of those units); or
2548,False,"if separ buy and sell price are quoted, at the most recent minimum redempt price (less ani deal costs, which mean ani fiscal charges, commiss or other charg payabl in the event of a fund carri out the transact in question, assum that the commiss and charg (other than fiscal charges) which would be payabl by a fund are the least that could reason be expect to be paid in order to carri out the transact and ani charg payabl on the redempt of unit in a collect invest scheme (except that, where the manager, or an associ of the manager, is also the manag or authoris corpor director of the collect invest scheme whose unit are held by a fund, deal cost must not includ a redempt charg which would be payabl in the event of a redempt by a fund of those units), less ani expect discount); but, if the properti sold in one transact would amount to a larg deal (a defin in the glossari to the fca handbook), the cancel price shall be taken instead of the minimum redempt price; or"
2550,False,"if, in the opinion of the manager, the price obtain is unreli or no recent trade price is avail or if no recent price exists, at a seller’ price which, in the opinion of the manager, is fair and reasonable;"
2551,False,ani other investment:
2553,False,"the best avail market deal bid price on the most appropri market in a standard size (less ani deal costs, which mean ani fiscal charges, commiss or other charg payabl in the event of a fund carri out the transact in question, assum that the commiss and charg (other than fiscal charges) which would be payabl by a fund are the least that could reason be expect to be paid in order to carri out the transaction); or"
2555,False,"if, in the opinion of the manager, the price obtain is unreli or no recent trade price is avail or if no recent price exists, at a seller’ price which, in the opinion of the manager, is fair and reasonable;"
2556,False,"if ani other property, or no price exist under paragraph 2.2.1.1 or 2.2.1.2 the manager’ reason estim of a seller’ price (less ani deal costs, which mean ani fiscal charges, commiss or other charg payabl in the event of a fund carri out the transact in question, assum that the commiss and charg (other than fiscal charges) which would be payabl by a fund are the least that could reason be expect to be paid in order to carri out the transact and includ ani charg payabl on the redempt of unit in a collect invest scheme, (take account of ani expect discount, or sdrt provis which would be deduct in the event of a sale by a fund of the unit"
2558,False,"in question) (except that, where the manager, or an associ of the manager, is also the manag or authoris corpor director of the collect invest scheme whose unit are held by a fund, deal cost must not includ a redempt charg which would be payabl in the event of a sale by a fund of those units). the seller’ price is the consider which would be receiv by a seller for an immedi transfer or assign (or, in scotland, assignation) to him or her at arm’ length."
2560,False,properti which is a deriv transact shall be treat as follows:
2562,False,"if a written option, (and the premium for write the option ha becom part of the scheme properti for a fund) deduct the amount of the net valuat of premium (estim on the basi of write an option of the same seri on the best term then avail on the most appropri market on which such option are traded, but, in the case of the calcul of the issu basis, deduct and, in the case of the calcul of the cancel basis, add, deal costs); but if it is an otc derivative, the valuat method in coll 5.2.23r shall be used; or"
2564,False,"if an off exchang future, includ at the net valu of close out (in the case of the calcul of the issu basi and cancel basis, estim on the basi of the amount of profit or loss receiv or incur by a fund on close out the contract and deduct minimum deal cost in the case of profit and ad them in the case of loss; but if it is an otc derivative, the valuat method in coll 5.2.23r shall be used); or"
2566,False,"if ani other form of deriv transaction, includ at the net valu of margin on close out (estim on the basi of the amount of margin (whether receiv or payabl by a fund on close out the contract) on the best term then avail on the most appropri market on which such contract are trade if that amount is receiv by a fund deduct deal cost but if that amount is payabl then add minimum deal cost so that the valu is the figur as a neg sum); but if it is an otc derivative, the valuat method in coll 5.2.23r shall be used."
2568,False,cash and amount held in current and deposit account shall be valu at their nomin values.
2570,False,"in determin the valu of the scheme properti of a fund, all instruct given to the truste to issu or cancel unit shall be assum (unless the contrari is shown) to have been carri out and ani cash paid or receiv (or, in the case of an in speci transfer, asset transferred) and all requir consequenti action requir by the coll sourcebook or the trust deed for that fund shall be assum (unless the contrari is shown) to have been taken."
2572,False,"subject to paragraph 7 and 8 below, agreement for the uncondit sale or purchas of properti which are in exist but uncomplet shall be assum to have been complet and all consequenti action requir by their term assum to have been taken. such uncondit agreement need not be taken into account if made shortli befor the valuat take place and, in the opinion of the manager, their omiss shall not materi affect the final net asset amount."
2574,False,futur or contract for differ which are not yet due to be perform and unexpir written or purchas option which have not been exercis shall not be includ under paragraph 6.
2576,False,"all agreement are to be includ under paragraph 6 which are, or ought reason to have been, known to the person valu the properti assum that all other person in the manager’ employ take all reason step to inform it immedi of the make of ani agreement."
2579,False,"deduct an estim amount for anticip tax liabil (on unrealis capit gain where the liabil have accru and are payabl out of the properti of a fund; on realis capit gain in respect of previous complet and current account periods; and on incom where liabil have accrued) includ (a applic and without limitation) capit gain tax, incom tax, corpor tax, valu ad tax, stamp duti and stamp duti reserv tax."
2581,False,deduct an estim amount for ani liabil payabl out of the properti of a fund and ani tax thereon (treat period item as accru from day to day).
2583,False,deduct the princip amount of ani outstand borrow whenev payabl and ani accru but unpaid interest on borrowings.
2585,False,"in the case of a margin contract, deduct ani amount reason anticip to be paid by way of variat margin."
2587,False,add an estim amount for accru claim for tax of whatev natur which may be recoverable.
2589,False,add ani other credit due to be paid into the properti of a fund.
2591,False,"in the case of a margin contract, add ani amount reason anticip to be receiv by way of variat margin."
2593,False,add a sum repres ani interest or ani incom accru due or deem to have accru but not receiv and ani stamp duti reserv tax provis anticip to be received.
2595,False,the valuat is in a fund’ base currency. to convert to the base currenc the valu of properti which would otherwis be valu in anoth currenc the manag will either:
2597,False,select a rate of exchang which repres the averag of the highest and lowest rate quot at the relev time for convers of that currenc into base currenc on the market on which the manag would normal deal if it wish to make such a conversion; or
2599,False,"invit the truste to agre that it is in the interest of unithold to select a differ rate, and, if the truste so agrees, use that other rate."
2600,False,part b – singl price fund
2602,False,the valu of the properti of a fund shall be the valu of it asset less the valu of it liabil determin in accord with the follow provisions.
2604,False,"all the properti of a fund (includ receivables) is to be included, subject to the follow provisions."
2605,False,properti which is not cash (or other asset dealt with in paragraph 3 and 4 below) shall be valu as follow and the price use shall (subject as follows) be the most recent price which it is practic to obtain:
2607,False,unit or share in a collect invest scheme:
2609,False,"if a singl price for buy and sell unit or share is quoted, at that price; or"
2611,False,"if separ buy and sell price are quoted, at the averag of the two price provid the buy price ha been reduc by ani initi charg includ therein and the sell price ha been increas by ani exit or redempt charg attribut thereto; or"
2613,False,"if, in the opinion of the manager, the price obtain is unreli or no recent trade price is avail or if no recent price exists, at a valu which, in the opinion of the manager, is fair and reasonable;"
2616,False,exchange-trad deriv contracts:
2618,False,"if a singl price for buy and sell the exchange-trad deriv contract is quoted, at that price; or"
2620,False,"if separ buy and sell price are quoted, at the averag of the two prices;"
2622,False,over-the-count deriv contract shall be valu in accord with the method of valuat as shall have been agre between the manag and the trustee;
2624,False,ani other investment:
2627,False,"if a singl price for buy and sell the secur is quoted, at that price; or"
2629,False,"if separ buy and sell price are quoted, at the averag of the two prices; or"
2631,False,"if, in the opinion of the manager, the price obtain is unreli or no recent trade price is avail or if the most recent price avail doe not reflect the manager’ best estim of the value, at a valu which, in the opinion of the manager, is fair and reasonable; and"
2632,False,"properti other than that describ in paragraph 2.1 to 2.4 above: at a valu which, in the opinion of the manager, repres a fair and reason mid-market price."
2634,False,"cash and amount held in current, deposit and margin account and in other time- relat deposit shall be valu at their nomin values."
2636,False,"in determin the valu of the properti of a fund, all instruct given to issu or cancel share shall be assum (unless the contrari is shown) to have been carri out and ani cash payment made or receiv and all consequenti action requir by the fca handbook or the relev trust deed shall be assum (unless the contrari ha been shown) to have been taken."
2638,False,"subject to paragraph 6 and 7 below, agreement for the uncondit sale or purchas of properti which are in exist but uncomplet shall be assum to have been complet and all consequenti action requir to have been taken. such uncondit agreement need not be taken into account if made shortli befor the valuat take place and, in the opinion of the manager, their omiss shall not materi affect the final net asset amount."
2640,False,futur or contract for differ which are not yet due to be perform and unexpir and unexercis written or purchas option shall not be includ under paragraph 5.
2642,False,"all agreement are to be includ under paragraph 5 which are, or ought reason to have been, known to the person valu the properti assum that all other person in the manager’ employ take all reason step to inform it immedi of the make of ani agreement."
2644,False,"deduct an estim amount for anticip tax liabil (on unrealis capit gain where the liabil have accru and are payabl out of the properti of a fund; on realis capit gain in respect of previous complet and current account periods; and on incom where liabil have accrued) includ (a applic and without limitation) capit gain tax, incom tax, corpor tax, valu ad tax, stamp duti and stamp duti reserv tax."
2646,False,deduct an estim amount for ani liabil payabl out of the scheme properti and ani tax thereon treat period item as accru from day to day.
2649,False,deduct the princip amount of ani outstand borrow whenev payabl and ani accru but unpaid interest on borrowings.
2651,False,add an estim amount for accru claim for tax of whatev natur which may be recoverable.
2653,False,add ani other credit or amount due to be paid into the properti of a fund.
2655,False,add a sum repres ani interest or ani incom accru due or deem to have accru but not receiv and ani stamp duti reserv tax provis anticip to be received.
2657,False,currenc or valu in currenc other than the base currenc or (a the case may be) the design currenc of a fund shall be convert at the relev valuat point at a rate of exchang that is not like to result in ani materi prejudic to the interest of unithold or potenti unitholders.
2659,False,appendix e .
2660,False,past perform inform
2661,False,"the perform data ha been calcul on a bid to bid basi in sterling, with incom reinvested. the perform data doe not take into account ani initi charge. the follow tabl show the past perform of the class i acc for each fund and it target or constrain benchmark for each of the five consecut 12 month period (or as mani as possibl sinc launch if applicable).* the figur for the fund show perform after the deduct of charges."
2662,False,pleas note that past perform is not an indic of futur performance.
2664,False,31/12/2013 to 31/12/2014 (%)
2665,False,31/12/2014 to 31/12/2015 (%)
2666,False,31/12/2015 to 31/12/2016 (%)
2667,False,31/12/2016 to 31/12/2017 (%)
2668,False,31/12/2017 to 31/12/2018 (%)
2669,False,legal & gener dynam bond fund legal & gener fix interest trust benchmark: iboxx sterl corpor bond index legal & gener high incom trust benchmark: bank of america merril lynch composit ** legal & gener manag monthli incom trust benchmark: iboxx sterl corpor bond index legal & gener sterl incom fund
2672,False,-1.08 10.34
2674,False,-5.76 -2.36
2677,False,11.84 15.55
2679,False,-2.22 -6.16
2700,False,data source: lipper
2701,False,"*with effect from 7 august 2019, the perform set out in thi appendix is shown by calendar year"
2702,False,**the composit that is made up of 95% merril lynch global high yield bb-b rate 2% constrain ex-financi (gbp hedged) index and 5% merril lynch british pound libid overnight index
2704,False,appendix f .
2705,False,other scheme manag by the manag
2707,False,the follow is a complet list of all unit trust scheme offer and manag by the manag who will provid detail on request:
2708,False,legal & gener all stock gilt index trust
2709,False,legal & gener mix invest 40-85% fund
2710,False,legal & gener all stock index link gilt index trust
2711,False,legal & gener mix invest 0-35% fund
2712,False,legal & gener asian incom trust
2713,False,legal & gener mix invest incom 20-60% fund
2714,False,legal & gener cash trust
2715,False,legal & gener multi manag balanc trust
2716,False,legal & gener distribut trust
2717,False,legal & gener multi manag growth trust
2718,False,legal & gener dynam bond fund
2719,False,legal & gener multi manag incom trust
2720,False,legal & gener emerg market govern bond (local currency) index fund
2721,False,legal & gener multi-asset target return fund
2722,False,legal & gener emerg market govern bond (us$) index fund
2723,False,legal & gener multi-index fund
2724,False,legal & gener ethic trust
2725,False,legal & gener pacif index trust
2726,False,legal & gener european equiti incom fund
2727,False,legal & gener real capit builder fund
2728,False,legal & gener european index trust
2729,False,legal & gener real incom builder fund
2730,False,legal & gener european trust
2731,False,legal & gener short date sterl corpor bond index fund
2732,False,legal & gener fix interest trust
2733,False,legal & gener sterl corpor bond index fund
2734,False,legal & gener futur world climat chang equiti factor index fund
2735,False,legal & gener sterl incom fund
2736,False,legal & gener global 100 index trust
2737,False,legal & gener uk 100 index trust
2738,False,legal & gener global emerg market index fund
2739,False,legal & gener uk alpha trust
2740,False,legal & gener global equiti index fund
2741,False,legal & gener uk equiti incom trust
2742,False,legal & gener global health and pharmaceut index trust
2743,False,legal & gener uk index trust
2744,False,legal & gener global inflat link bond index fund
2745,False,legal & gener uk mid cap index fund
2746,False,legal & gener global infrastructur index fund
2747,False,legal & gener uk properti feeder fund
2748,False,legal & gener global real estat dividend index fund
2749,False,legal & gener uk select equiti fund
2750,False,legal & gener global technolog index trust
2751,False,legal & gener uk smaller compani trust
2752,False,legal & gener growth trust
2753,False,legal & gener uk special situat trust
